City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,vila franca do campo,37.7167,-25.4333,55.81,79,37,8.86,PT,1675117518
84,harper,4.375,-7.7169,79.16,81,74,3.65,LR,1675117520
85,lavrentiya,65.5833,-171.0,28.27,98,100,4.52,RU,1675117522
86,sandane,61.7728,6.215,33.84,80,100,2.3,NO,1675117522
87,belaya gora,68.5333,146.4167,-11.25,97,100,10.83,RU,1675117523
88,tuktoyaktuk,69.4541,-133.0374,-32.8,68,0,2.3,CA,1675117524
89,cape town,-33.9258,18.4232,68.41,62,0,16.11,ZA,1675117525
90,talaya,61.3833,152.75,-14.49,99,100,4.38,RU,1675117528
91,hasaki,35.7333,140.8333,33.22,50,84,16.17,JP,1675117529
92,east london,-33.0153,27.9116,68.65,91,100,17.13,ZA,1675117530
93,butaritari,3.0707,172.7902,80.8,76,89,20.51,KI,1675117531
94,pontes e lacerda,-15.2261,-59.3353,77.95,81,81,0.87,BR,1675117532
95,vardo,70.3705,31.1107,26.58,86,62,16.11,NO,1675117533
96,yarada,17.65,83.2667,73.72,94,99,2.3,IN,1675117535
97,gizo,-8.103,156.8419,82.15,70,100,5.32,SB,1675117536
98,hambantota,6.1241,81.1185,76.26,84,100,7.07,LK,1675117537
99,aconibe,1.2968,10.9369,64.62,95,99,3.47,GQ,1675117538
100,bengkulu,-3.8004,102.2655,75.24,91,100,4.9,ID,1675117539
101,soyo,-6.1349,12.3689,78.76,82,69,7.11,AO,1675117539
102,roma,43.2128,-75.4557,29.95,90,100,4.61,US,1675117540
103,guerrero negro,27.9769,-114.0611,65.07,49,82,12.62,MX,1675117540
104,port macquarie,-31.4333,152.9167,73.89,92,86,7.99,AU,1675117541
105,chokurdakh,70.6333,147.9167,5.09,94,100,10.76,RU,1675117541
106,innisfail,-17.5333,146.0333,79.56,83,100,1.81,AU,1675117542
107,maniitsoq,65.4167,-52.9,15.17,88,100,12.57,GL,1675117542
108,san patricio,28.017,-97.5169,49.86,80,100,14.58,US,1675117543
109,airai,-8.9266,125.4092,62.13,95,100,0.16,TL,1675117421
110,nikolskoye,59.7035,30.7861,35.49,81,93,13.94,RU,1675117544
111,broome,42.2506,-75.833,36.01,83,100,4.61,US,1675117544
112,carnarvon,-24.8667,113.6333,74.88,79,46,12.08,AU,1675117479
113,babati,-4.2167,35.75,63.75,70,98,2.3,TZ,1675117545
114,hostotipaquillo,21.0667,-104.0667,85.59,18,0,4.29,MX,1675117545
115,malanville,11.8685,3.3899,77.99,7,72,8.84,BJ,1675117546
116,high level,58.5169,-117.136,8.71,92,100,3.44,CA,1675117546
117,parana,-31.732,-60.5238,93.56,42,0,7.65,AR,1675117547
118,arman,59.7,150.1667,4.98,78,100,11.43,RU,1675117547
119,mar del plata,-38.0023,-57.5575,74.82,87,20,17.27,AR,1675117547
120,riberalta,-10.9833,-66.1,77.2,88,75,0.0,BO,1675117548
121,odoyev,53.9393,36.6864,26.83,89,100,16.04,RU,1675117548
122,shimoda,34.6667,138.95,33.1,64,98,8.77,JP,1675117549
123,hermanus,-34.4187,19.2345,66.79,76,0,17.74,ZA,1675117549
124,provideniya,64.3833,-173.3,30.36,86,100,4.47,RU,1675117549
125,dingle,10.9995,122.6711,74.08,94,93,9.48,PH,1675117550
126,la orilla,17.9833,-102.2333,82.49,60,0,9.69,MX,1675117550
127,yuryuzan,54.8633,58.4219,16.5,94,100,4.76,RU,1675117551
128,sao felix do xingu,-6.6447,-51.995,72.64,96,96,1.05,BR,1675117551
129,salta,-24.7859,-65.4117,79.39,65,40,6.91,AR,1675117552
130,victoria,22.2855,114.1577,62.94,62,45,10.0,HK,1675117503
131,rabak,13.1809,32.74,79.99,20,6,9.57,SD,1675117552
132,pisco,-13.7,-76.2167,75.25,78,0,21.85,PE,1675117553
133,asyut,27.181,31.1837,53.78,40,2,9.73,EG,1675117553
134,russell,32.3502,-85.1999,62.2,94,100,0.0,US,1675117553
135,moerai,-22.4333,-151.3333,79.59,78,100,15.14,PF,1675117554
136,los llanos de aridane,28.6585,-17.9182,56.12,78,100,6.91,ES,1675117554
137,coquimbo,-29.9533,-71.3436,67.73,68,20,14.97,CL,1675117315
138,college,64.8569,-147.8028,27.07,89,100,0.0,US,1675117555
139,paranaiba,-19.6772,-51.1908,74.61,81,96,1.79,BR,1675117555
140,rio claro,-22.4114,-47.5614,70.45,90,97,3.47,BR,1675117556
141,puro,12.4841,123.3827,75.81,89,97,12.68,PH,1675117556
142,scarborough,54.2797,-0.4044,43.66,83,24,8.99,GB,1675117430
143,kalmunai,7.4167,81.8167,74.61,91,100,14.63,LK,1675117557
144,arraial do cabo,-22.9661,-42.0278,78.76,73,75,18.41,BR,1675117557
145,nenjiang,49.1833,125.2167,-19.17,100,98,3.67,CN,1675117557
146,kalabo,-14.97,22.6814,64.36,95,98,2.75,ZM,1675117558
147,bismarck,46.8083,-100.7837,2.86,61,0,14.97,US,1675117558
148,souillac,-20.5167,57.5167,75.58,94,40,2.3,MU,1675117559
149,bathsheba,13.2167,-59.5167,77.61,69,20,9.22,BB,1675117559
150,belyy yar,53.6039,91.3903,8.85,84,98,4.47,RU,1675117560
151,norman wells,65.282,-126.8329,-2.16,78,20,12.66,CA,1675117560
152,blagoyevo,63.3667,47.9167,18.9,91,100,12.66,RU,1675117289
153,wewak,-3.5534,143.6268,78.42,88,100,5.68,PG,1675117561
154,lebu,-37.6167,-73.65,61.14,75,0,22.55,CL,1675117561
155,arlit,18.7369,7.3853,64.38,4,100,9.22,NE,1675117562
156,cherskiy,68.75,161.3,17.85,85,100,5.7,RU,1675117563
157,ginda,30.6945,78.4932,32.31,68,1,10.83,IN,1675117564
158,andenes,69.3143,16.1194,30.18,93,75,8.05,NO,1675117566
159,ancud,-41.8697,-73.8203,62.26,54,13,4.59,CL,1675117568
160,rehnan,32.6846,51.6013,36.91,86,83,1.99,IR,1675117570
161,torbay,47.6666,-52.7314,40.75,94,75,17.27,CA,1675117571
162,chapais,49.7834,-74.8492,-6.02,97,100,3.22,CA,1675117573
163,karratha,-20.7377,116.8463,86.23,56,85,5.03,AU,1675117575
164,komsomolskiy,40.4272,71.7189,27.32,80,100,4.61,UZ,1675117575
165,tambura,5.6,27.4667,77.23,24,3,0.83,SS,1675117576
166,iranshahr,27.2025,60.6848,56.5,31,0,1.21,IR,1675117577
167,davidson,36.1501,-86.7833,47.5,85,100,6.91,US,1675117578
168,razole,16.4833,81.8333,68.68,91,93,4.59,IN,1675117580
169,nago,26.5881,127.9761,52.65,64,0,4.41,JP,1675117581
170,zhanaozen,43.3,52.8,28.9,51,42,8.43,KZ,1675117583
171,aleppo,36.25,37.5,44.53,85,100,7.27,SY,1675117583
172,upernavik,72.7868,-56.1549,1.58,75,100,9.04,GL,1675117403
173,constitucion,-35.3333,-72.4167,69.01,67,25,18.19,CL,1675117586
174,solaro,44.8799,9.1732,43.61,75,53,3.13,IT,1675117587
175,pinawa,50.1489,-95.8811,-1.75,82,74,10.04,CA,1675117588
176,ahipara,-35.1667,173.1667,68.47,95,100,20.04,NZ,1675117594
177,port elizabeth,-33.918,25.5701,70.11,92,100,14.97,ZA,1675117464
178,burnie,-41.0667,145.9167,61.7,79,78,3.2,AU,1675117598
179,barahona,18.2085,-71.1008,82.22,78,20,16.11,DO,1675117598
180,ajaccio,42.0,8.9167,42.78,71,100,6.91,FR,1675117599
181,dumas,35.8656,-101.9732,14.14,79,100,5.75,US,1675117417
182,cidreira,-30.1811,-50.2056,76.28,81,0,14.88,BR,1675117599
183,kupang,-10.1667,123.5833,78.37,88,100,4.09,ID,1675117600
184,olafsvik,64.8945,-23.7142,29.28,81,90,35.23,IS,1675117600
185,kodiak,57.79,-152.4072,40.51,93,100,10.36,US,1675117601
186,pithoragarh,29.5833,80.2167,39.76,90,49,4.03,IN,1675117601
187,port alfred,-33.5906,26.891,66.18,95,100,5.99,ZA,1675117601
188,svetlogorsk,52.6333,29.7333,29.25,93,100,11.72,BY,1675117602
189,hithadhoo,-0.6,73.0833,81.07,77,99,13.6,MV,1675117602
190,port alberni,49.2413,-124.8028,36.12,37,85,0.36,CA,1675117600
191,port hueneme,34.1478,-119.1951,62.13,51,100,19.57,US,1675117603
192,marzuq,14.4,46.4667,57.56,78,59,4.56,YE,1675117603
193,jandaia do sul,-23.6031,-51.6433,68.65,95,100,4.85,BR,1675117604
194,udachnyy,66.4167,112.4,-35.9,100,99,3.67,RU,1675117465
195,kansanshi,-12.0951,26.4273,61.86,99,100,3.71,ZM,1675117604
196,lorengau,-2.0226,147.2712,82.89,73,61,6.55,PG,1675117605
197,port blair,11.6667,92.75,80.64,74,40,4.61,IN,1675117605
198,hobyo,5.3505,48.5268,74.88,66,98,21.72,SO,1675117606
199,margate,51.3813,1.3862,40.69,82,9,1.01,GB,1675117606
200,sibolga,1.7427,98.7792,75.58,90,98,2.89,ID,1675117606
201,havelock,34.8791,-76.9013,60.75,89,100,4.61,US,1675117607
202,bontang,0.1333,117.5,77.09,89,100,5.82,ID,1675117607
203,riyadh,24.6877,46.7219,59.14,37,1,10.54,SA,1675117545
204,iskateley,67.6803,53.1512,13.57,92,99,14.29,RU,1675117386
205,la ronge,55.1001,-105.2842,-1.95,55,0,13.8,CA,1675117608
206,gurupa,-1.405,-51.64,74.75,93,92,3.71,BR,1675117609
207,durango,24.8333,-104.8333,71.98,21,68,21.39,MX,1675117609
208,tsabong,-26.0217,22.401,78.12,55,80,11.56,BW,1675117610
209,la palma,33.8464,-118.0467,61.86,77,100,10.36,US,1675117610
210,port hedland,-20.3167,118.5667,78.85,89,97,10.36,AU,1675117610
211,nanortalik,60.1432,-45.2371,21.52,81,76,11.79,GL,1675117611
212,sangar,63.9242,127.4739,-55.52,100,70,1.32,RU,1675117611
213,skjervoy,70.0311,20.9714,34.3,73,42,8.57,NO,1675117612
214,hofn,64.2539,-15.2082,32.34,96,100,16.08,IS,1675117612
215,lompoc,34.6391,-120.4579,59.59,67,100,15.01,US,1675117613
216,mecca,21.4267,39.8261,74.5,74,57,0.6,SA,1675117610
217,usinsk,65.9939,57.5281,13.17,91,98,18.01,RU,1675117465
218,luz,-19.8014,-45.6856,70.29,92,100,4.81,BR,1675117614
219,esperance,-33.8667,121.9,65.62,86,39,12.06,AU,1675117614
220,ngunguru,-35.6167,174.5,68.04,94,100,26.53,NZ,1675117615
221,kieta,-6.2167,155.6333,81.03,78,100,5.35,PG,1675117615
222,batemans bay,-35.7167,150.1833,68.09,83,85,7.16,AU,1675117615
223,miri,4.4148,114.0089,77.14,94,40,3.44,MY,1675117616
224,alofi,-19.0595,-169.9187,82.29,78,75,4.61,NU,1675117617
225,saint george,37.1041,-113.5841,40.24,53,40,14.0,US,1675117600
226,hualmay,-11.0964,-77.6139,74.28,77,78,7.58,PE,1675117617
227,husavik,66.0449,-17.3389,24.66,91,100,21.5,IS,1675117618
228,tecalitlan,19.4667,-103.3,79.25,24,0,7.83,MX,1675117434
229,cedro,-6.6067,-39.0622,81.0,56,79,3.22,BR,1675117618
230,hailun,47.45,126.9333,-17.41,100,100,3.78,CN,1675117619
231,sobolevo,54.4299,31.8996,28.15,94,100,14.16,RU,1675117619
232,peniche,39.3558,-9.3811,48.11,67,0,9.46,PT,1675117620
233,portland,45.5234,-122.6762,44.62,35,20,9.22,US,1675117330
234,egvekinot,66.3167,-179.1667,22.8,97,100,5.99,RU,1675117620
235,paamiut,61.994,-49.6678,20.03,93,99,18.75,GL,1675117621
236,morgan city,29.6994,-91.2068,81.0,83,40,9.22,US,1675117621
237,boueni,-12.9025,45.0761,80.58,76,45,6.02,YT,1675117622
238,kushmurun,52.4503,64.6311,-1.35,98,45,8.59,KZ,1675117622
239,yartsevo,55.0667,32.6964,27.88,95,100,11.52,RU,1675117622
240,port hardy,50.6996,-127.4199,35.78,69,75,2.3,CA,1675117623
241,greytown,-29.0642,30.5928,59.14,99,100,2.3,ZA,1675117623
242,sinazongwe,-17.2614,27.4618,73.4,86,95,4.76,ZM,1675117625
243,lincoln,40.8,-96.667,15.3,59,100,5.75,US,1675117573
244,coracora,-15.0333,-73.7833,51.35,91,99,8.57,PE,1675117625
245,luorong,24.4058,109.6086,50.72,32,5,1.3,CN,1675117626
246,qui nhon,13.7667,109.2333,65.7,79,93,11.25,VN,1675117626
247,verkhniy ufaley,56.0567,60.2306,19.89,88,100,11.16,RU,1675117626
248,rocha,-34.4833,-54.3333,75.81,70,35,11.52,UY,1675117627
249,mount gambier,-37.8333,140.7667,60.76,69,6,3.53,AU,1675117627
250,wanning,18.8003,110.3967,63.45,85,99,6.46,CN,1675117628
251,dunedin,-45.8742,170.5036,67.42,70,43,13.13,NZ,1675117628
252,lata,40.1629,-8.3327,39.07,77,0,3.69,PT,1675117629
253,luderitz,-26.6481,15.1594,61.03,93,0,7.96,NA,1675117629
254,aripuana,-9.1667,-60.6333,75.67,94,26,1.9,BR,1675117630
255,virden,39.5009,-89.7679,17.67,52,44,12.82,US,1675117630
256,quelimane,-17.8786,36.8883,80.55,89,20,2.3,MZ,1675117631
257,gunjur,13.2019,-16.7339,68.07,68,0,5.75,GM,1675117631
258,tautira,-17.7333,-149.15,80.91,75,18,15.14,PF,1675117631
259,bilma,18.6853,12.9164,68.05,14,59,11.1,NE,1675117632
260,yulara,-25.2406,130.9889,73.02,61,86,7.78,AU,1675117632
261,kruisfontein,-34.0033,24.7314,67.89,81,82,13.94,ZA,1675117633
262,nhulunbuy,-12.2333,136.7667,81.21,89,99,3.44,AU,1675117399
263,titron,29.6681,77.3225,50.95,87,0,6.06,IN,1675117634
264,barcelos,41.5388,-8.6151,45.68,78,0,4.32,PT,1675117627
265,boulder,40.0833,-105.3505,17.11,75,40,3.44,US,1675117327
266,inverell,-29.7833,151.1167,70.11,96,93,4.0,AU,1675117635
267,chuy,-33.6971,-53.4616,75.09,74,26,10.16,UY,1675117635
268,altus,34.6381,-99.334,26.67,58,100,12.66,US,1675117635
269,caraballeda,10.6112,-66.8522,86.07,66,75,5.53,VE,1675117636
270,araouane,18.9048,-3.5265,60.17,11,77,11.65,ML,1675117636
271,carthage,36.8611,10.3316,47.73,81,20,6.91,TN,1675117637
272,dalhousie,32.5333,75.9833,35.91,88,97,6.04,IN,1675117637
273,maravilha,-26.7608,-53.1725,75.33,70,89,1.61,BR,1675117386
274,bialystok,53.1333,23.15,33.98,94,100,8.99,PL,1675117571
275,karaton,-6.3424,106.1045,73.38,93,94,3.0,ID,1675117638
276,ankazobe,-18.3167,47.1167,67.48,90,98,4.27,MG,1675117638
277,hamilton,39.1834,-84.5333,32.45,93,100,11.5,US,1675117639
278,honningsvag,70.9821,25.9704,35.35,75,75,10.36,NO,1675117639
279,tuatapere,-46.1333,167.6833,74.91,56,78,2.13,NZ,1675117640
280,pacific grove,36.6177,-121.9166,58.5,44,0,11.99,US,1675117640
281,sitka,57.0531,-135.33,39.09,87,100,3.44,US,1675117641
282,gornopravdinsk,60.05,69.9,9.63,97,100,6.78,RU,1675117641
283,camana,-16.6228,-72.7111,75.02,82,87,5.61,PE,1675117641
284,nishihara,26.1842,127.7558,52.88,66,75,4.61,JP,1675117642
285,rorvik,64.8621,11.2373,37.51,75,40,14.97,NO,1675117642
286,montanhas,-6.4858,-35.2875,77.92,74,41,12.48,BR,1675117482
287,sungaipenuh,-2.0833,101.3833,64.11,96,100,2.86,ID,1675117643
288,hay river,60.8156,-115.7999,-4.02,77,40,5.75,CA,1675117643
289,kuryk,43.2,51.65,33.4,52,100,8.34,KZ,1675117644
290,laishevo,55.4046,49.5504,26.82,93,100,15.55,RU,1675117644
291,luwuk,-0.9516,122.7875,76.59,83,100,3.06,ID,1675117644
292,puerto leguizamo,-0.1934,-74.7819,90.91,39,84,2.01,CO,1675117645
293,te anau,-45.4167,167.7167,72.36,61,58,1.63,NZ,1675117645
294,vadlapudi,14.3167,79.8,72.32,89,99,4.34,IN,1675117646
295,mount isa,-20.7333,139.5,80.37,78,100,6.91,AU,1675117646
296,ponta do sol,32.6667,-17.1,61.43,74,80,8.12,PT,1675117646
297,caravelas,-17.7125,-39.2481,76.24,76,95,5.79,BR,1675117647
298,shingu,33.7333,135.9833,31.21,79,4,6.64,JP,1675117647
299,alice springs,-23.7,133.8833,72.95,94,100,0.0,AU,1675117462
300,halifax,44.6453,-63.5724,41.0,83,69,8.05,CA,1675117510
301,buala,-8.145,159.5921,81.95,75,89,2.68,SB,1675117648
302,presidencia roque saenz pena,-26.7852,-60.4388,81.46,69,99,5.82,AR,1675117648
303,eyl,7.9803,49.8164,72.19,67,64,16.28,SO,1675117649
304,barranca,-10.75,-77.7667,74.43,74,35,6.82,PE,1675117649
305,ust-nera,64.5667,143.2,-10.79,99,100,2.35,RU,1675117650
306,cabadiangan,9.7531,122.4739,76.5,87,97,8.01,PH,1675117650
307,masalli,34.7959,126.6553,24.48,63,0,4.07,KR,1675117651
308,beloha,-25.1667,45.05,72.7,69,83,9.66,MG,1675117651
309,viedma,-40.8135,-62.9967,78.03,55,50,25.05,AR,1675117651
310,kaitangata,-46.2817,169.8464,70.36,58,21,8.46,NZ,1675117652
311,san carlos de bariloche,-41.1456,-71.3082,71.35,35,20,20.71,AR,1675117364
312,cabedelo,-6.9811,-34.8339,81.27,72,27,12.88,BR,1675117652
313,half moon bay,37.4636,-122.4286,56.41,29,0,10.36,US,1675117438
314,lagoa,39.05,-27.9833,57.33,70,78,13.31,PT,1675117653
315,bayji,34.9311,43.487,52.57,87,33,6.49,IQ,1675117653
316,conde,-7.2597,-34.9075,80.06,74,20,11.5,BR,1675117654
317,senneterre,48.3835,-77.2328,5.07,94,100,6.06,CA,1675117654
318,pitimbu,-7.4706,-34.8086,81.19,69,23,12.28,BR,1675117655
319,puerto carreno,6.189,-67.4859,89.58,43,20,9.22,CO,1675117655
320,chumikan,54.7183,135.315,-16.74,88,42,24.7,RU,1675117655
321,shihezi,44.3,86.0333,5.16,95,100,1.7,CN,1675117656
322,taltal,-25.4,-70.4833,68.05,75,99,4.14,CL,1675117656
323,mayo,38.8876,-76.5119,59.36,67,0,6.91,US,1675117657
324,sorland,67.667,12.6934,37.26,65,66,13.0,NO,1675117657
325,severo-kurilsk,50.6789,156.125,23.16,62,90,20.56,RU,1675117658
326,navoi,40.0844,65.3792,33.28,100,87,9.22,UZ,1675117658
327,wanaka,-44.7,169.15,72.1,71,20,5.01,NZ,1675117658
328,katsuura,35.1333,140.3,39.22,55,48,11.21,JP,1675117659
329,raga,8.4596,25.678,78.6,16,0,1.74,SS,1675117659
330,khash,28.2211,61.2158,44.89,41,0,2.57,IR,1675117660
331,bournemouth,50.7205,-1.8795,44.76,88,32,8.03,GB,1675117660
332,santa cruz,-17.8,-63.1667,80.65,69,40,16.11,BO,1675117490
333,xuddur,4.1213,43.8894,71.01,66,7,16.22,SO,1675117661
334,katobu,-4.9408,122.5276,75.36,93,100,2.91,ID,1675117661
335,salinas,36.6777,-121.6555,59.99,46,0,5.75,US,1675117662
336,monrovia,6.3005,-10.7969,76.77,84,100,4.56,LR,1675117662
337,khasan,42.4308,130.6434,12.38,84,53,4.72,RU,1675117663
338,moindou,-21.6924,165.677,77.56,73,88,0.47,NC,1675117663
339,castro,-24.7911,-50.0119,66.13,90,100,4.59,BR,1675117663
340,hami,42.8,93.45,23.43,27,100,8.03,CN,1675117549
341,thabazimbi,-24.5917,27.4116,70.11,70,21,4.85,ZA,1675117664
342,zyryanskoye,56.8306,86.6258,12.87,93,100,8.05,RU,1675117664
343,iqaluit,63.7506,-68.5145,-29.47,75,40,2.3,CA,1675117665
344,manado,1.487,124.8455,75.97,100,40,4.61,ID,1675117665
345,nikel,69.4128,30.222,8.78,100,100,3.04,RU,1675117666
346,beatrice,40.2681,-96.747,15.19,52,100,8.05,US,1675117666
347,yazykovo,55.2199,56.1353,18.34,92,100,15.55,RU,1675117666
348,bondowoso,-7.9135,113.8214,74.19,92,100,2.82,ID,1675117667
349,werda,-25.2667,23.2833,73.83,60,100,5.26,BW,1675117667
350,labuhan,-6.8844,112.2051,77.61,89,100,7.47,ID,1675117668
351,darab,28.7519,54.5444,50.65,64,0,3.47,IR,1675117668
352,salalah,17.0151,54.0924,71.69,60,75,6.91,OM,1675117669
353,urengoy,65.9667,78.3667,3.96,95,100,12.12,RU,1675117669
354,isiro,2.7739,27.616,67.33,66,22,2.8,CD,1675117669
355,lermontovka,47.1453,134.3383,-15.47,100,91,4.18,RU,1675117670
356,merrill,45.1805,-89.6835,2.35,54,100,3.0,US,1675117671
357,ruteng,-8.6136,120.4721,63.16,92,100,1.05,ID,1675117671
358,kysucke nove mesto,49.3,18.7833,37.18,90,75,13.8,SK,1675117672
359,gogrial,8.5332,28.1004,83.07,16,0,5.3,SS,1675117672
360,asau,46.4333,26.4,25.72,86,100,6.24,RO,1675117672
361,zhigalovo,54.8097,105.1578,8.6,91,99,7.65,RU,1675117673
362,oranjemund,-28.55,16.4333,61.68,92,0,1.14,NA,1675117673
363,vila velha,-20.3297,-40.2925,78.94,84,40,10.36,BR,1675117581
364,arauco,-37.2463,-73.3175,71.53,51,0,17.98,CL,1675117674
365,netishyn,50.34,26.6417,30.09,87,100,13.29,UA,1675117674
366,ende,-8.8432,121.6623,78.3,88,100,4.72,ID,1675117675
367,honiara,-9.4333,159.95,82.72,70,94,1.39,SB,1675117498
368,keti bandar,24.1447,67.4497,64.53,31,0,12.71,PK,1675117675
